userId,movieId,rating,timestamp,imdbId,title
23,750,4.5,26/05/2006 19:08,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
468,8542,3.5,28/01/2011 6:04,tt0028772,A Day at the Races
380,33166,4.5,24/08/2006 14:42,tt0375679,Crash
428,1917,0.5,30/04/2011 3:19,tt0120591,Armageddon
189,3177,1,04/09/2000 19:11,tt0195945,Next Friday
518,1779,3,16/12/1999 18:20,tt0120184,Sphere
308,590,3,27/01/1997 14:49,tt0099348,Dances with Wolves
134,1196,4.5,19/02/2013 3:41,tt0080684,The Empire Strikes Back
472,511,3,18/09/2006 18:47,tt0107889,The Program
99,105,3,29/09/1999 6:43,tt0112579,The Bridges of Madison County
418,30822,4,16/11/2005 21:50,tt0385267,In Good Company
306,14,3,12/10/1999 10:33,tt0113987,Nixon
426,2959,4,11/07/2011 9:16,tt0137523,Fight Club
436,755,2,01/11/1999 12:12,tt0042644,Kim
339,47,4.5,04/11/2015 19:13,tt0114369,Se7en
405,1556,1,13/10/2004 19:47,tt0120179,Speed 2: Cruise Control
300,589,4.5,10/02/2005 14:15,tt0103064,Terminator 2: Judgment Day
609,3965,1,20/08/2002 18:57,tt0038988,The Strange Love of Martha Ivers
128,1049,4,07/04/2003 3:05,tt0116409,The Ghost and the Darkness
388,1095,5,30/12/1999 4:01,tt0104348,Glengarry Glen Ross
232,961,5,07/04/2000 7:50,tt0027893,Little Lord Fauntleroy
615,55995,2,04/09/2016 18:56,tt0442933,Beowulf
518,2385,1,16/12/1999 16:32,tt0119304,Home Fries
144,432,2,15/07/1996 18:34,tt0109439,City Slickers II: The Legend of Curly's Gold
111,4992,3,11/10/2004 17:14,tt0035423,Kate & Leopold
346,5902,2,07/02/2003 20:17,tt0268126,Adaptation.
463,3256,3,29/04/2003 19:08,tt0105112,Patriot Games
664,3949,4,31/07/2012 10:51,tt0180093,Requiem for a Dream
609,1819,5,20/08/2002 18:51,tt0120219,Storefront Hitchcock
23,6333,3.5,26/05/2006 19:57,tt0290334,X2
147,1199,3.5,12/07/2014 22:04,tt0088846,Brazil
86,198,3,16/11/1996 15:55,tt0114558,Strange Days
380,4102,4.5,19/07/2006 4:13,tt0092948,Eddie Murphy Raw
149,116823,4,15/07/2015 0:37,tt1951265,The Hunger Games: Mockingjay - Part 1
388,8528,4,26/06/2004 17:15,tt0364725,DodgeBall: A True Underdog Story
232,904,3,07/04/2000 5:43,tt0047396,Rear Window
564,149,5,21/11/2000 21:37,tt0109093,Amateur
460,357,5,31/12/2003 2:54,tt0109831,Four Weddings and a Funeral
468,59784,2.5,28/01/2011 7:35,tt0441773,Kung Fu Panda
365,97304,5,27/01/2013 17:17,tt1024648,Argo
157,3623,1.5,06/12/2010 1:31,tt0120755,Mission: Impossible II
486,4816,5,24/05/2016 20:18,tt0196229,Zoolander
275,79091,4.5,16/10/2013 22:05,tt1323594,Despicable Me
367,1385,4.5,06/10/2005 20:37,tt0105690,Under Siege
355,1210,4.5,23/10/2005 21:56,tt0086190,Return of the Jedi
98,8533,5,31/03/2016 6:19,tt0332280,The Notebook
73,1500,4,22/05/2013 7:03,tt0119229,Grosse Pointe Blank
367,1564,4,06/10/2005 21:26,tt0120034,Roseanna's Grave
587,4993,2.5,19/04/2005 16:31,tt0120737,The Lord of the Rings: The Fellowship of the Ring
297,593,3.5,15/10/2011 19:02,tt0102926,The Silence of the Lambs
509,1405,2.5,23/08/2004 21:09,tt0115641,Beavis and Butt-Head Do America
213,101864,1.5,07/05/2016 16:18,tt1483013,Oblivion
30,224,4,25/07/2001 10:38,tt0112883,Don Juan DeMarco
266,500,3,22/08/1996 8:41,tt0107614,Mrs. Doubtfire
652,3453,4,14/08/2015 19:50,tt0195778,Here On Earth
380,542,3,10/07/2001 1:48,tt0108186,Son in Law
15,610,3,14/05/2003 7:21,tt0082509,Heavy Metal
647,1225,4,08/01/2000 0:48,tt0086879,Amadeus
547,2247,4,04/02/2001 19:00,tt0095593,Married to the Mob
214,1961,4,01/01/2001 20:58,tt0095953,Rain Man
373,2383,1,04/10/1999 11:42,tt0098105,Police Academy 6: City Under Siege
547,38499,4.5,14/10/2008 14:59,tt0318997,Angels in America
626,3325,2,21/11/2000 1:17,tt0156841,The Next Best Thing
275,79132,4,19/08/2012 0:17,tt1375666,Inception
500,3418,1.5,10/12/2008 21:57,tt0103074,Thelma & Louise
544,4848,4.5,17/09/2015 13:23,tt0166924,Mulholland Drive
73,56003,2.5,11/10/2010 10:50,tt0405336,Southland Tales
583,56174,2.5,02/05/2015 0:22,tt0480249,I Am Legend
15,6464,2.5,26/06/2003 8:52,tt0119215,Good Burger
185,1199,4,19/10/2001 20:32,tt0088846,Brazil
457,1101,2.5,16/08/2016 22:03,tt0092099,Top Gun
660,86882,4,12/07/2015 6:39,tt1605783,Midnight in Paris
580,1513,3,26/12/2006 19:39,tt0120032,Romy and Michele's High School Reunion
427,3006,4,28/11/1999 17:28,tt0140352,The Insider
212,2085,2.5,10/08/2008 20:43,tt0055254,One Hundred and One Dalmatians
641,351,4,01/09/1996 4:17,tt0109484,"Corrina, Corrina"
294,6358,4,27/05/2003 21:08,tt0045963,Kiss Me Kate
526,4720,4,10/04/2015 4:41,tt0230600,The Others
306,932,4,18/10/1999 11:37,tt0050105,An Affair to Remember
381,848,3,12/04/2002 21:25,tt0117718,The Spitfire Grill
617,1210,1,11/12/1999 6:12,tt0086190,Return of the Jedi
608,111,5,08/10/1999 5:36,tt0075314,Taxi Driver
452,1594,3,10/12/2000 3:38,tt0119361,In the Company of Men
659,331,3,07/04/1997 6:41,tt0111454,Tom & Viv
665,1043,3,15/07/2001 21:33,tt0117924,To Gillian on Her 37th Birthday
251,72356,5,15/10/2016 17:09,tt1425244,Partly Cloudy
461,4246,4.5,28/07/2004 21:23,tt0243155,Bridget Jones's Diary
30,1523,4,22/01/2001 3:47,tt0120383,"Truth or Consequences, N.M."
648,36529,4,03/02/2006 20:42,tt0399295,Lord of War
128,2340,5,07/04/2003 2:48,tt0119643,Meet Joe Black
665,3824,2,06/03/2003 16:07,tt0174480,Autumn in New York
287,1018,4.5,02/08/2016 20:16,tt0059793,That Darn Cat!
157,79132,4.5,23/01/2011 2:22,tt1375666,Inception
42,58559,4.5,07/09/2016 14:23,tt0468569,The Dark Knight
55,719,4,14/02/1997 13:35,tt0117108,Multiplicity
460,4641,4,31/12/2003 2:13,tt0162346,Ghost World
341,6883,4.5,27/04/2009 12:00,tt0325055,Sylvia
234,7826,5,19/06/2008 4:40,tt0039808,The Secret Life of Walter Mitty
69,1028,3,24/04/2013 19:32,tt0058331,Mary Poppins
94,3147,4.5,08/12/2010 3:49,tt0120689,The Green Mile
34,1250,4,09/11/2000 5:09,tt0050212,The Bridge on the River Kwai
41,1371,3.5,30/08/2004 17:24,tt0079945,Star Trek: The Motion Picture
522,1097,3,02/02/2014 14:07,tt0083866,E.T. the Extra-Terrestrial
430,592,3.5,03/03/2007 7:57,tt0096895,Batman
78,6058,4.5,01/04/2012 19:12,tt0309593,Final Destination 2
388,1302,4,30/12/1999 4:23,tt0097351,Field of Dreams
585,3462,5,27/11/2000 21:56,tt0027977,Modern Times
73,175,4.5,18/10/2009 7:28,tt0113540,Kids
468,30812,3.5,28/01/2011 5:10,tt0338751,The Aviator
434,1270,4,01/02/1998 23:11,tt0088763,Back to the Future
357,588,5,22/05/1996 12:36,tt0103639,Aladdin
468,3863,2.5,28/01/2011 7:02,tt0209958,The Cell
56,97938,4,27/06/2016 5:11,tt0454876,Life of Pi
184,457,4,31/05/1996 6:40,tt0106977,The Fugitive
379,457,3.5,03/09/2013 3:47,tt0106977,The Fugitive
214,288,3,29/12/2000 23:17,tt0110632,Natural Born Killers
468,1272,3.5,28/01/2011 5:41,tt0066206,Patton
57,1978,1,07/10/1998 13:02,tt0089173,Friday the 13th: A New Beginning
199,51357,4,05/07/2011 22:43,tt0112681,Citizen X
262,2395,5,10/06/2015 1:36,tt0128445,Rushmore
461,2539,2,08/08/2004 10:03,tt0122933,Analyze This
547,102800,3.5,04/04/2014 15:16,tt2347569,Frances Ha
321,2605,1,08/10/1999 22:19,tt0137494,Entrapment
149,134853,5,15/07/2015 0:24,tt2096673,Inside Out
30,3249,4,17/01/2000 20:45,tt0104389,The Hand that Rocks the Cradle
652,998,4,22/08/2015 19:41,tt0117603,Set It Off
386,32,4,07/03/2003 9:14,tt0114746,Twelve Monkeys
487,422,4,23/05/1996 8:11,tt0109297,Blink
102,1196,5,09/05/2000 17:34,tt0080684,The Empire Strikes Back
654,2268,5,18/04/2006 20:29,tt0104257,A Few Good Men
558,3949,5,12/06/2001 15:07,tt0180093,Requiem for a Dream
527,1220,4.5,08/08/2010 2:20,tt0080455,The Blues Brothers
70,76,4,22/01/1997 17:38,tt0114367,Screamers
91,1270,5,29/11/2015 11:58,tt0088763,Back to the Future
88,2962,4.5,15/04/2009 6:53,tt0119114,Fever Pitch
34,912,5,09/11/2000 5:09,tt0034583,Casablanca
564,379,4,21/11/2000 20:43,tt0111438,Timecop
105,5464,4,03/06/2004 14:22,tt0257044,Road to Perdition
603,419,2,08/07/1997 10:00,tt0106400,The Beverly Hillbillies
303,2193,3,06/03/2011 18:57,tt0096446,Willow
73,2006,3,17/07/2015 3:33,tt0120746,The Mask of Zorro
489,2396,5,12/12/1999 1:13,tt0138097,Shakespeare in Love
587,1203,4,20/03/2005 16:35,tt0050083,12 Angry Men
88,1485,0.5,15/04/2009 3:07,tt0119528,Liar Liar
338,588,3,02/09/1996 9:22,tt0103639,Aladdin
564,1394,4,20/11/2000 9:07,tt0093822,Raising Arizona
523,1198,5,05/02/2008 18:06,tt0082971,Raiders of the Lost Ark
30,5049,4,18/01/2002 4:26,tt0083511,48 Hrs.
268,1208,4,01/09/2011 16:32,tt0078788,Apocalypse Now
553,89774,5,04/02/2015 0:55,tt1291584,Warrior
371,54286,3,08/05/2016 21:13,tt0440963,The Bourne Ultimatum
452,1206,3,03/08/2001 21:51,tt0066921,A Clockwork Orange
182,733,5,19/10/1996 17:27,tt0117500,The Rock
457,2470,2,16/08/2016 22:03,tt0090555,Crocodile Dundee
481,4896,3.5,16/07/2015 0:24,tt0241527,Harry Potter and the Philosopher's Stone
580,55269,4,05/01/2008 0:11,tt0838221,The Darjeeling Limited
447,595,3,19/05/1996 7:57,tt0101414,Beauty and the Beast
599,4447,4.5,05/08/2012 3:07,tt0250494,Legally Blonde
299,968,4,08/08/2012 12:05,tt0063350,Night of the Living Dead
367,3998,3,27/12/2000 21:43,tt0228750,Proof of Life
528,2353,3,30/03/2006 22:28,tt0120660,Enemy of the State
547,2262,1,29/05/2002 13:23,tt0090583,About Last Night...
475,112175,3.5,11/11/2015 15:28,tt1646971,How to Train Your Dragon 2
134,1210,4.5,19/02/2013 3:40,tt0086190,Return of the Jedi
475,87222,3,12/11/2015 11:34,tt1302011,Kung Fu Panda 2
233,991,3,28/01/1997 20:09,tt0117039,Michael Collins
510,1212,3,06/03/2000 7:36,tt0041959,The Third Man
624,6537,1.5,07/04/2007 18:54,tt0181852,Terminator 3: Rise of the Machines
85,329,5,16/07/1996 8:51,tt0111280,Star Trek: Generations
262,104457,3.5,22/06/2016 0:26,tt1853739,You're Next
287,780,5,22/07/2016 4:34,tt0116629,Independence Day
630,2712,5,02/10/2015 17:59,tt0120663,Eyes Wide Shut
605,442,2,22/01/2001 15:16,tt0106697,Demolition Man
165,33794,3.5,29/06/2005 18:04,tt0372784,Batman Begins
345,1721,2,28/01/2005 21:54,tt0120338,Titanic
262,6503,1.5,10/06/2015 13:59,tt0305357,Charlie's Angels: Full Throttle
472,589,2,09/02/2000 21:22,tt0103064,Terminator 2: Judgment Day
434,1223,4,01/02/1998 23:13,tt0104361,A Grand Day Out
188,253,3,26/08/1996 12:46,tt0110148,Interview with the Vampire
152,1263,3.5,01/05/2012 19:29,tt0077416,The Deer Hunter
632,150,4,19/01/2010 3:19,tt0112384,Apollo 13
13,110,4,10/03/2012 11:47,tt0112573,Braveheart
283,3160,4,26/04/2005 14:11,tt0175880,Magnolia
461,648,2,27/07/2004 5:58,tt0117060,Mission: Impossible
339,260,3,04/11/2015 18:51,tt0076759,Star Wars
475,71745,3.5,12/11/2015 11:32,tt0386117,Where the Wild Things Are
84,35836,4,24/04/2015 21:31,tt0405422,The 40 Year Old Virgin
200,54286,4.5,26/07/2015 17:57,tt0440963,The Bourne Ultimatum
58,1917,4,16/06/2000 4:02,tt0120591,Armageddon
547,2186,5,21/11/2000 4:08,tt0044079,Strangers on a Train
121,589,5,09/07/1996 9:54,tt0103064,Terminator 2: Judgment Day
483,5952,4,08/06/2016 12:01,tt0167261,The Lord of the Rings: The Two Towers
548,362,3,03/03/1997 16:44,tt0110213,The Jungle Book
646,1270,5,19/03/2000 6:40,tt0088763,Back to the Future
195,2054,2,28/11/2000 13:03,tt0097523,"Honey, I Shrunk the Kids"
53,3434,4,08/04/2000 11:35,tt0109578,Death Wish 5: The Face of Death
219,33615,3,28/08/2006 18:15,tt0351283,Madagascar
214,3927,5,02/01/2001 20:52,tt0060397,Fantastic Voyage
273,31696,4,26/06/2016 12:59,tt0360486,Constantine
412,4016,5,21/06/2001 1:21,tt0120917,The Emperor's New Groove
431,2268,4.5,08/12/2006 2:55,tt0104257,A Few Good Men
627,47610,3.5,26/01/2008 23:21,tt0443543,The Illusionist
427,30707,3,14/06/2005 0:46,tt0405159,Million Dollar Baby
527,1918,1,08/08/2010 1:47,tt0122151,Lethal Weapon 4
17,6538,4,23/09/2005 11:28,tt0324133,Swimming Pool
240,4226,4.5,28/10/2004 5:40,tt0209144,Memento
21,1224,5,21/01/1997 12:46,tt0097499,Henry V
381,3186,4,13/04/2002 7:26,tt0172493,"Girl, Interrupted"
25,32,4,29/03/1997 8:46,tt0114746,Twelve Monkeys
188,318,5,26/08/1996 12:45,tt0111161,The Shawshank Redemption
596,1193,5,30/01/2006 22:05,tt0073486,One Flew Over the Cuckoo's Nest
51,2369,3,20/11/2000 14:03,tt0089017,Desperately Seeking Susan
13,480,3,10/03/2012 11:47,tt0107290,Jurassic Park
170,1962,1.5,04/09/2008 12:43,tt0097239,Driving Miss Daisy
585,2889,3,27/11/2000 22:15,tt0134618,"Mystery, Alaska"
534,50,2,04/11/2000 22:34,tt0114814,The Usual Suspects
520,8636,3.5,10/03/2006 22:01,tt0316654,Spider-Man 2
503,1198,4,23/05/2015 7:24,tt0082971,Raiders of the Lost Ark
239,2558,3,06/06/2001 21:13,tt0141098,Forces of Nature
598,594,4,17/12/2001 6:56,tt0029583,Snow White and the Seven Dwarfs
8,805,3.5,31/07/2006 23:43,tt0117913,A Time to Kill
371,58154,4.5,08/05/2016 21:50,tt0467200,The Other Boleyn Girl
232,1275,4,07/04/2000 6:00,tt0091203,Highlander
564,3708,4,20/11/2000 8:37,tt0087262,Firestarter
313,344,2.5,10/01/2005 10:56,tt0109040,Ace Ventura: Pet Detective
95,3016,4,14/04/2002 20:21,tt0083767,Creepshow
73,87306,4,09/11/2011 3:46,tt1650062,Super 8
475,41997,3.5,11/11/2015 10:58,tt0408306,Munich
371,5989,5,08/05/2016 19:26,tt0264464,Catch Me If You Can
534,673,4,04/11/2000 22:24,tt0117705,Space Jam
294,5747,3.5,28/06/2005 1:59,tt0082432,Gallipoli
460,3429,5,31/12/2003 2:07,tt0099317,Creature Comforts
299,32515,5,05/08/2012 15:42,tt0096409,Walker
361,1356,5,19/05/1997 14:13,tt0117731,Star Trek: First Contact
268,83374,1.5,01/09/2011 21:03,tt1032751,The Warrior's Way
615,367,2.5,04/03/2015 21:37,tt0110475,The Mask
28,2028,3,03/10/1999 9:22,tt0120815,Saving Private Ryan
324,59615,4,31/12/2015 2:24,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull
462,3174,3,05/05/2005 17:06,tt0125664,Man on the Moon
52,8368,5,12/01/2009 13:45,tt0304141,Harry Potter and the Prisoner of Azkaban
555,10,3,09/09/1996 16:58,tt0113189,GoldenEye
247,517,3,17/03/2000 5:50,tt0107969,Rising Sun
350,805,5,14/01/2002 22:09,tt0117913,A Time to Kill
180,2013,3,17/12/1999 16:07,tt0069113,The Poseidon Adventure
379,8665,3.5,03/09/2013 3:52,tt0372183,The Bourne Supremacy
232,1302,5,07/04/2000 7:35,tt0097351,Field of Dreams
362,6942,4.5,19/09/2008 22:05,tt0314331,Love Actually
150,4228,2.5,24/04/2005 2:06,tt0125022,Heartbreakers
580,72224,4,29/03/2010 20:11,tt1161418,Gentlemen Broncos
564,3258,5,21/11/2000 20:11,tt0104070,Death Becomes Her
358,3060,2,04/05/2000 22:45,tt0101605,The Commitments
355,3793,3,23/10/2005 21:40,tt0120903,X-Men
149,1393,4,15/07/2015 0:30,tt0116695,Jerry Maguire
262,8784,2,10/06/2015 1:39,tt0333766,Garden State
461,5378,0.5,28/07/2004 21:22,tt0121765,Star Wars: Episode II - Attack of the Clones
56,106438,4,27/06/2016 4:57,tt2431286,Philomena
176,45950,3.5,26/06/2012 22:10,tt0497116,An Inconvenient Truth
292,1876,3.5,17/02/2006 5:17,tt0120647,Deep Impact
